location_block,text_general_code,crime_type,crime_x,crime_y,lat,lng
2400 BLOCK MOORE ST,Theft from Vehicle,Non-Violent Property Crime,-75.18550928,39.93016388,39.93016388,-75.18550928
3300 BLOCK N UBER ST,Other Assaults,Violent Crime,-75.16097463,40.00470907,40.00470906,-75.16097463
1500 BLOCK Tasker St,Aggravated Assault Firearm,Violent Crime,-75.17116971,39.93099247,39.93099247,-75.17116971
1900 BLOCK Oregon Av,Thefts,Non-Violent Property Crime,-75.1799921,39.91841695,39.91841695,-75.1799921
1500 BLOCK ARCH ST,Thefts,Non-Violent Property Crime,-75.16484,39.954622,39.954622,-75.16484
3200 BLOCK G St,Robbery No Firearm,Violent Property Crime,-75.11542299,39.9968066,39.9968066,-75.11542299
2800 BLOCK N Bambrey St,Aggravated Assault No Firearm,Violent Crime,-75.17316501,39.99808103,39.99808103,-75.17316501
9000 BLOCK E ROOSEVELT BLVD,Motor Vehicle Theft,Non-Violent Property Crime,-75.03574139,40.07396443,40.07396443,-75.03574139
2200 BLOCK W ALLEGHENY AV,Thefts,Non-Violent Property Crime,-75.16617542,40.0036809,40.0036809,-75.16617542
6500 BLOCK FRANKFORD AV,Thefts,Non-Violent Property Crime,-75.05602341,40.03006942,40.03006942,-75.05602341
700 BLOCK N MARKOE ST,Other Assaults,Violent Crime,-75.21397856,39.96486575,39.96486575,-75.21397856
800 BLOCK N 20TH ST,Thefts,Non-Violent Property Crime,-75.16950027,39.97058891,39.97058891,-75.16950027
100 BLOCK S 17TH ST,Thefts,Non-Violent Property Crime,-75.16956262,39.95093698,39.95093698,-75.16956262
1500 BLOCK W THOMPSON ST,Weapon Violations,Non-Violent Crime,-75.16206436,39.97373745,39.97373745,-75.16206436
700 BLOCK S Front St,Theft from Vehicle,Non-Violent Property Crime,-75.14449844,39.94003552,39.94003552,-75.14449844
1400 BLOCK N HOBART ST,Other Assaults,Violent Crime,-75.23760722,39.97344011,39.97344011,-75.23760722
6400 BLOCK BUSTLETON AV,Thefts,Non-Violent Property Crime,-75.06979198,40.0367448,40.0367448,-75.06979198
5500 BLOCK ANGORA TER,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.2342348,39.94666469,39.94666468,-75.2342348
3700 BLOCK CHESTNUT ST,Thefts,Non-Violent Property Crime,-75.19694222,39.95538511,39.95538511,-75.19694222
5000 BLOCK SPRINGFIELD AV,Other Assaults,Violent Crime,-75.21977081,39.94339813,39.94339813,-75.21977081
2100 BLOCK S 64TH ST,Other Assaults,Violent Crime,-75.23447213,39.92725413,39.92725413,-75.23447213
4600 BLOCK TAMPA ST,Other Assaults,Violent Crime,-75.11323661,40.0195423,40.0195423,-75.11323661
1400 BLOCK S 51ST ST,All Other Offenses,Non-Violent Crime,-75.2157659,39.93937002,39.93937002,-75.2157659
200 BLOCK E INDIANA AV,Arson,Violent Property Crime,-75.12672189,39.99520799,39.99520799,-75.1267219
1300 BLOCK KENNEDY ST,Fraud,Non-Violent Crime,-75.07858601,40.02622496,40.02622496,-75.07858601
1400 BLOCK WOLF ST,Motor Vehicle Theft,Non-Violent Property Crime,-75.17033663,39.92187688,39.92187688,-75.17033663
5100 BLOCK WESTFORD RD,Other Assaults,Violent Crime,-75.11624506,40.02874667,40.02874667,-75.11624506
N 25TH ST  & RIDGE AV,Aggravated Assault Firearm,Violent Crime,-75.17531526,39.98272127,39.98272127,-75.17531526
15000 BLOCK LIBERTY LA,Fraud,Non-Violent Crime,-74.99136747,40.12452659,40.12452659,-74.99136747
1400 BLOCK STIRLING ST,Other Assaults,Violent Crime,-75.07693083,40.03792324,40.03792324,-75.07693083
4200 BLOCK HAVERFORD AV,Other Assaults,Violent Crime,-75.20799975,39.96052132,39.96052132,-75.20799975
5700 BLOCK N 19TH ST,Other Assaults,Violent Crime,-75.15255974,40.04100465,40.04100465,-75.15255974
5800 BLOCK MORTON ST,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.17092453,40.04205452,40.04205452,-75.17092453
9100 BLOCK E ROOSEVELT BLVD,Thefts,Non-Violent Property Crime,-75.03307787,40.07586885,40.07586885,-75.03307788
1300 BLOCK WINDRIM AV,Thefts,Non-Violent Property Crime,-75.14567793,40.03006645,40.03006645,-75.14567793
600 BLOCK BRILL ST,Aggravated Assault Firearm,Violent Crime,-75.10208129,40.0393596,40.0393596,-75.10208129
0 BLOCK N PRESTON ST,Thefts,Non-Violent Property Crime,-75.20339252,39.9573783,39.9573783,-75.20339252
4600 BLOCK Walnut St,Fraud,Non-Violent Crime,-75.213915600000007,39.95527069,39.95527069,-75.213915600000007
1000 BLOCK Tasker St,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.16155527,39.92958059,39.92958058,-75.16155527
100 BLOCK E OLNEY AV,Thefts,Non-Violent Property Crime,-75.12040536,40.03578794,40.03578794,-75.12040536
200 BLOCK E BRINGHURST ST,Fraud,Non-Violent Crime,-75.16495478,40.03423208,40.03423208,-75.16495478
1000 BLOCK W HUNTINGDON ST,All Other Offenses,Non-Violent Crime,-75.1489867,39.99142315,39.99142315,-75.1489867
6100 BLOCK CITY AV,Thefts,Non-Violent Property Crime,-75.24843713,39.99044121,39.99044121,-75.24843713
1100 BLOCK E TIOGA ST,Theft from Vehicle,Non-Violent Property Crime,-75.10831312,40.00034324,40.00034324,-75.10831312
200 BLOCK S 48TH ST,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.21777927,39.95540656,39.95540656,-75.21777927
6900 BLOCK BUIST AV,All Other Offenses,Non-Violent Crime,-75.23521423,39.91651167,39.91651167,-75.23521423
2900 BLOCK MASCHER ST,All Other Offenses,Non-Violent Crime,-75.1318375,39.99526244,39.99526244,-75.1318375
13400 BLOCK DAMAR DR,Theft from Vehicle,Non-Violent Property Crime,-75.00071757,40.12167305,40.12167305,-75.00071757
900 BLOCK MOUNTAIN ST,Thefts,Non-Violent Property Crime,-75.16045233,39.92875591,39.92875591,-75.16045233
300 BLOCK PRINCETON AV,Burglary Residential,Violent Property Crime,-75.08844149,40.05923927,40.05923926,-75.08844149
3000 BLOCK HOPE ST,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.13028254,39.99568351,39.99568351,-75.13028254
400 BLOCK CHESTNUT ST,Thefts,Non-Violent Property Crime,-75.14885079,39.94930459,39.94930459,-75.14885079
300 BLOCK DOMINO LA,Other Assaults,Violent Crime,-75.24009183,40.03862631,40.03862631,-75.24009183
2300 BLOCK S MILDRED ST,Aggravated Assault No Firearm,Violent Crime,-75.1611545,39.91974149,39.91974149,-75.1611545
1400 BLOCK RIVERSIDE DR,Theft from Vehicle,Non-Violent Property Crime,-74.98463824,40.09648162,40.09648162,-74.98463824
S REDFIELD ST  & MARKET ST,Aggravated Assault No Firearm,Violent Crime,-75.23944747,39.96179528,39.96179528,-75.23944747
100 BLOCK N CONESTOGA ST,Other Assaults,Violent Crime,-75.22938923,39.96321957,39.96321957,-75.22938923
4500 BLOCK ISLAND AV,Thefts,Non-Violent Property Crime,-75.23078211,39.88417214,39.88417213,-75.23078211
S 4TH ST  & PORTER ST,Other Assaults,Violent Crime,-75.15450373,39.91730926,39.91730926,-75.15450373
2400 BLOCK Kensington Ave,Theft from Vehicle,Non-Violent Property Crime,-75.13138528,39.98680979,39.98680979,-75.13138528
5400 BLOCK COTTAGE ST,Thefts,Non-Violent Property Crime,-75.06737558,40.01797832,40.01797832,-75.06737558
5300 BLOCK W MONTGOMERY AV,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.23033295,39.98410325,39.98410325,-75.23033295
2300 BLOCK OREGON AV,Thefts,Non-Violent Property Crime,-75.18609102,39.91868934,39.91868934,-75.18609102
500 BLOCK E WYOMING AV,Thefts,Non-Violent Property Crime,-75.11486993,40.02013602,40.02013602,-75.11486993
2400 BLOCK W NORRIS ST,Thefts,Non-Violent Property Crime,-75.17363888,39.98552603,39.98552603,-75.17363888
3100 BLOCK N SPANGLER ST,Thefts,Non-Violent Property Crime,-75.18417952,40.00505735,40.00505735,-75.18417952
0 BLOCK COLLOM ST,Aggravated Assault No Firearm,Violent Crime,-75.16533361,40.03106679,40.03106679,-75.16533361
7000 BLOCK E ROOSEVELT BLVD,Robbery Firearm,Violent Property Crime,-75.05737363,40.0402853,40.0402853,-75.05737363
7000 BLOCK E ROOSEVELT BLVD,Thefts,Non-Violent Property Crime,-75.05737363,40.0402853,40.0402853,-75.05737363
7000 BLOCK OGONTZ AV,Offenses Against Family and Children,Violent Crime,-75.15093448,40.06160251,40.06160251,-75.15093448
S 52ND ST & CHESTER AV,Other Assaults,Violent Crime,-75.220176,39.941604,39.941604,-75.220176
4700 BLOCK CHESTNUT ST,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.21611421,39.95708911,39.95708911,-75.21611421
3100 BLOCK KENSINGTON AV,All Other Offenses,Non-Violent Crime,-75.11557684,39.99548058,39.99548058,-75.11557684
9400 BLOCK LANSFORD ST,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.00786787,40.06602372,40.06602372,-75.00786787
1800 BLOCK N GRATZ ST,Theft from Vehicle,Non-Violent Property Crime,-75.16466435,39.98157738,39.98157738,-75.16466435
1100 BLOCK SYDNEY ST,Other Assaults,Violent Crime,-75.17784079,40.07157979,40.07157979,-75.17784079
1600 BLOCK N 8TH ST,Fraud,Non-Violent Crime,-75.14904858,39.97684976,39.97684976,-75.14904858
100 BLOCK CALLOWHILL ST,Theft from Vehicle,Non-Violent Property Crime,-75.13996718,39.95691738,39.95691738,-75.13996717
6600 BLOCK NORWITCH DR,Motor Vehicle Theft,Non-Violent Property Crime,-75.22338893,39.91605334,39.91605334,-75.22338893
1300 BLOCK ELBRIDGE ST,Fraud,Non-Violent Crime,-75.07763495,40.04041464,40.04041463,-75.07763495
4800 BLOCK B ST,Aggravated Assault No Firearm,Violent Crime,-75.12029389,40.02299941,40.02299941,-75.12029389
4100 BLOCK N 5TH ST,Other Assaults,Violent Crime,-75.13536385,40.01463163,40.01463163,-75.13536384
400 BLOCK W GLENWOOD AV,Burglary Non-Residential,Violent Property Crime,-75.13622207,40.00298392,40.00298392,-75.13622207
500 BLOCK ALCOTT ST,Weapon Violations,Non-Violent Crime,-75.10160755,40.04289514,40.04289514,-75.10160754
2700 BLOCK N HEMBERGER ST,Other Assaults,Violent Crime,-75.16815096,39.99715139,39.99715139,-75.16815096
3700 BLOCK RONNALD DR,All Other Offenses,Non-Violent Crime,-74.97936942,40.08487882,40.08487882,-74.97936942
1700 BLOCK S 29TH ST,Thefts,Non-Violent Property Crime,-75.19317328,39.93211614,39.93211614,-75.19317329
4700 BLOCK RAWLE ST,Motor Vehicle Theft,Non-Violent Property Crime,-75.04523943,40.02381688,40.02381688,-75.04523943
700 BLOCK N 64TH ST,Other Assaults,Violent Crime,-75.24748664,39.97374934,39.97374934,-75.24748664
1600 BLOCK FRANKLIN MILLS CIR,Thefts,Non-Violent Property Crime,-74.95896427,40.08782952,40.08782952,-74.95896427
1000 BLOCK S CHADWICK ST,Other Assaults,Violent Crime,-75.17096601,39.93950893,39.93950893,-75.17096601
2800 BLOCK MUTTER ST,Narcotic / Drug Law Violations,Non-Violent Crime,-75.13302482,39.99282331,39.99282331,-75.13302482
1100 BLOCK MARKET ST,All Other Offenses,Non-Violent Crime,-75.15917546,39.95138404,39.95138404,-75.15917546
3200 BLOCK KENSINGTON AV,Aggravated Assault No Firearm,Violent Crime,-75.11162372,39.99753163,39.99753163,-75.11162372
6800 BLOCK RISING SUN AV,Thefts,Non-Violent Property Crime,-75.09076785,40.05543182,40.05543182,-75.09076785
2100 BLOCK MARTIN LUTHER KING DR,Theft from Vehicle,Non-Violent Property Crime,-75.20272456,39.98963493,39.98963493,-75.20272456
8600 BLOCK VERREE RD,Aggravated Assault Firearm,Violent Crime,-75.05721261,40.0901871,40.0901871,-75.05721261
5600 BLOCK VINE ST,Thefts,Non-Violent Property Crime,-75.2327576,39.96654551,39.96654551,-75.2327576
2600 BLOCK N AMERICAN ST,Burglary Non-Residential,Violent Property Crime,-75.13631834,39.99077395,39.99077395,-75.13631834
300 BLOCK E HUNTING PARK AV,Other Sex Offenses (Not Commercialized),Violent Crime,-75.12168774,40.01321915,40.01321915,-75.12168774
3300 BLOCK S BROAD ST,Robbery Firearm,Violent Property Crime,-75.17417635,39.90881051,39.90881051,-75.17417635
4200 BLOCK CHESTNUT ST,Thefts,Non-Violent Property Crime,-75.20738103,39.9563275,39.9563275,-75.20738103
7900 BLOCK CASTOR AV,Thefts,Non-Violent Property Crime,-75.05670987,40.06165326,40.06165326,-75.05670987
1900 BLOCK CASTOR AV,All Other Offenses,Non-Violent Crime,-75.09989779,40.00034112,40.00034112,-75.09989779
2100 BLOCK Glenview St,All Other Offenses,Non-Violent Crime,-75.06386879,40.04016529,40.04016529,-75.06386879
300 BLOCK OREGON AV,Thefts,Non-Violent Property Crime,-75.15559822,39.91313854,39.91313854,-75.15559822
6700 BLOCK Woodland Ave,Robbery Firearm,Violent Property Crime,-75.23678287,39.92352015,39.92352015,-75.23678287
1300 BLOCK CECIL B MOORE AV,Aggravated Assault No Firearm,Violent Crime,-75.15639524,39.97772775,39.97772775,-75.15639524
1000 BLOCK WHARTON ST,Motor Vehicle Theft,Non-Violent Property Crime,-75.1607784,39.93325782,39.93325782,-75.1607784
4800 BLOCK MARKET ST,Theft from Vehicle,Non-Violent Property Crime,-75.2172823,39.95877507,39.95877507,-75.2172823
2000 BLOCK PATTISON AV,All Other Offenses,Non-Violent Crime,-75.18425638,39.9067639,39.9067639,-75.18425638
6600 BLOCK MARTINS MILL RD,Motor Vehicle Theft,Non-Violent Property Crime,-75.09224177,40.05274599,40.05274599,-75.09224177
2300 BLOCK COTTMAN AVE,Motor Vehicle Theft,Non-Violent Property Crime,-75.05686252,40.04771558,40.04771558,-75.05686252
2300 BLOCK SPRUCE ST,Thefts,Non-Violent Property Crime,-75.17922373,39.94886554,39.94886554,-75.17922373
7700 BLOCK FRANKFORD AV,Thefts,Non-Violent Property Crime,-75.03285621,40.03940218,40.03940218,-75.0328562
7700 BLOCK FRANKFORD AV,Thefts,Non-Violent Property Crime,-75.03285621,40.03940218,40.03940218,-75.0328562
5900 BLOCK BELDEN ST,Other Assaults,Violent Crime,-75.08479431,40.0354728,40.03547279,-75.08479431
1900 BLOCK CHRISTIAN ST,Weapon Violations,Non-Violent Crime,-75.17444443,39.94085953,39.94085953,-75.17444443
100 BLOCK S 9TH ST,Disorderly Conduct,Non-Violent Crime,-75.15578125,39.94854745,39.94854745,-75.15578125
2100 BLOCK S GARNET ST,Other Assaults,Violent Crime,-75.1781504,39.92516367,39.92516367,-75.1781504
3000 BLOCK MC KINLEY ST,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.06288286,40.02820033,40.02820033,-75.06288286
6300 BLOCK Woodbine,Motor Vehicle Theft,Non-Violent Property Crime,-75.24897696,39.98475462,39.98475462,-75.24897696
1900 BLOCK FAIRMOUNT AV,Thefts,Non-Violent Property Crime,-75.16968195,39.96700198,39.96700198,-75.16968195
2000 BLOCK BEYER AV,Fraud,Non-Violent Crime,-75.0329903,40.0777318,40.0777318,-75.0329903
5100 BLOCK MARKET ST,Robbery Firearm,Violent Property Crime,-75.22296372,39.95973993,39.95973993,-75.22296372
4600 BLOCK CHESTER AV,Other Assaults,Violent Crime,-75.21316226,39.94616993,39.94616993,-75.21316226
100 BLOCK N Broad,Thefts,Non-Violent Property Crime,-75.16290225,39.95595342,39.95595342,-75.16290225
4400 BLOCK SHELMIRE AV,Theft from Vehicle,Non-Violent Property Crime,-75.0331009,40.03516801,40.03516801,-75.0331009
800 BLOCK N 46TH ST,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.21362852,39.96798366,39.96798366,-75.21362852
1900 BLOCK S HICKS ST,Thefts,Non-Violent Property Crime,-75.1714482,39.9262095,39.9262095,-75.1714482
5200 BLOCK FRANKFORD AV,All Other Offenses,Non-Violent Crime,-75.07830646,40.02259382,40.02259382,-75.07830646
5900 BLOCK CRYSTAL ST,Motor Vehicle Theft,Non-Violent Property Crime,-75.10641034,40.0470308,40.0470308,-75.10641034
200 BLOCK N VOGDES ST,Other Assaults,Violent Crime,-75.23168742,39.96443136,39.96443136,-75.23168742
1600 BLOCK FAIRMOUNT AV,Burglary Non-Residential,Violent Property Crime,-75.16498799,39.96689792,39.96689792,-75.16498799
700 BLOCK RITNER ST,Thefts,Non-Violent Property Crime,-75.1591565,39.91902547,39.91902547,-75.1591565
3300 BLOCK KENSINGTON AV,All Other Offenses,Non-Violent Crime,-75.11073524,39.99812771,39.99812771,-75.11073524
200 BLOCK N 19TH ST,Aggravated Assault No Firearm,Violent Crime,-75.170433,39.958665,39.958665,-75.170433
4600 BLOCK E ROOSEVELT BLVD,Theft from Vehicle,Non-Violent Property Crime,-75.099933,40.028654,40.028654,-75.099933
7418-32 OXFORD AV,Thefts,Non-Violent Property Crime,-75.08404921,40.064473220000004,40.064473220000004,-75.08404921
2800 BLOCK N PARK AV,Narcotic / Drug Law Violations,Non-Violent Crime,-75.15296036,39.99541606,39.99541606,-75.15296036
8400 BLOCK LINDBERGH BLVD,Other Assaults,Violent Crime,-75.25208044,39.89615969,39.89615969,-75.25208044
N 59TH ST & RACE ST,Other Assaults,Violent Crime,-75.23813703,39.96481186,39.96481186,-75.23813703
3300 BLOCK S 3RD ST,Theft from Vehicle,Non-Violent Property Crime,-75.15326156,39.90540129,39.90540129,-75.15326156
300 BLOCK MARKET ST,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.14698308,39.94995941,39.94995941,-75.14698308
400 BLOCK Wolf St,Other Assaults,Violent Crime,-75.15514353,39.9201085,39.9201085,-75.15514353
4600 BLOCK E ROOSEVELT BLVD,Thefts,Non-Violent Property Crime,-75.099933,40.028654,40.028654,-75.099933
10000 BLOCK BUSTLETON AV,Thefts,Non-Violent Property Crime,-75.02908553,40.10325058,40.10325058,-75.02908553
0 BLOCK OREGON AV,Thefts,Non-Violent Property Crime,-75.14919559,39.91431741,39.91431741,-75.14919559
200 BLOCK S 54th St,All Other Offenses,Non-Violent Crime,-75.22936549,39.95714044,39.95714044,-75.22936549
600 BLOCK E GIRARD AV,Other Assaults,Violent Crime,-75.12678267,39.97179621,39.97179621,-75.12678267
8900 BLOCK BARTRAM AV,Thefts,Non-Violent Property Crime,-75.24902347,39.88535845,39.88535845,-75.24902347
5600 BLOCK BOYER ST,All Other Offenses,Non-Violent Crime,-75.16131164,40.04570509,40.04570509,-75.16131164
2600 BLOCK MORRIS ST,Other Assaults,Violent Crime,-75.18931948,39.93130249,39.93130249,-75.18931948
3900 BLOCK LANCASTER AV,Narcotic / Drug Law Violations,Non-Violent Crime,-75.20046408,39.96165874,39.96165874,-75.20046408
4500 BLOCK CHESTNUT ST,Motor Vehicle Theft,Non-Violent Property Crime,-75.21160757,39.95652476,39.95652476,-75.21160757
100 BLOCK S 52ND ST,Aggravated Assault No Firearm,Violent Crime,-75.22492574,39.95802553,39.95802553,-75.22492574
1600 BLOCK COTTMAN AV,Aggravated Assault No Firearm,Violent Crime,-75.06977908,40.05681488,40.05681488,-75.06977907
5500 BLOCK TULIP ST,Thefts,Non-Violent Property Crime,-75.06693892,40.01223821,40.01223821,-75.06693892
2200 BLOCK W ALLEGHENY AV,Thefts,Non-Violent Property Crime,-75.16617542,40.0036809,40.0036809,-75.16617542
6000 BLOCK N 17TH ST,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.14786533,40.04605859,40.04605859,-75.14786533
4400 BLOCK LANCASTER AV,All Other Offenses,Non-Violent Crime,-75.21202795,39.96941903,39.96941903,-75.21202795
1400 BLOCK DEVEREAUX AV,Other Assaults,Violent Crime,-75.07949824,40.03650596,40.03650596,-75.07949824
5500 BLOCK TULIP ST,Thefts,Non-Violent Property Crime,-75.06693892,40.01223821,40.01223821,-75.06693892
2700 BLOCK N 2ND ST,Fraud,Non-Violent Crime,-75.134821,39.99275111,39.99275111,-75.134821
7000 BLOCK FRANKFORD AV,Thefts,Non-Violent Property Crime,-75.04624714,40.03361215,40.03361215,-75.04624714
2800 BLOCK JASPER ST,Burglary Residential,Violent Property Crime,-75.12024016,39.99077933,39.99077933,-75.12024015
3300 BLOCK GRANSBACK ST,Narcotic / Drug Law Violations,Non-Violent Crime,-75.12051968,39.99927886,39.99927886,-75.12051968
900 BLOCK N 20TH ST,Thefts,Non-Violent Property Crime,-75.16916191,39.97213554,39.97213554,-75.16916191
900 BLOCK LEVICK ST,Thefts,Non-Violent Property Crime,-75.08642283,40.04518166,40.04518166,-75.08642283
4900 BLOCK SANSOM ST,Motor Vehicle Theft,Non-Violent Property Crime,-75.21948521,39.95697457,39.95697457,-75.21948521
S 59TH ST  & WALNUT ST,Aggravated Assault Firearm,Violent Crime,-75.23941959,39.95867733,39.95867733,-75.23941959
2500 BLOCK CHURCH ST,Thefts,Non-Violent Property Crime,-75.08097675,40.00243483,40.00243483,-75.08097674
S 65TH ST & ELMWOOD AV,All Other Offenses,Non-Violent Crime,-75.230329,39.922203,39.922203,-75.230329
1500 BLOCK N 50TH ST,Other Assaults,Violent Crime,-75.22203135,39.97767751,39.97767751,-75.22203135
1700 BLOCK S 22ND ST 2,All Other Offenses,Non-Violent Crime,-75.18148981,39.93078952,39.93078952,-75.18148981
8800 BLOCK GERMANTOWN AV MED,All Other Offenses,Non-Violent Crime,-75.21229807,40.07864936,40.07864935,-75.21229807
4200 BLOCK CHESTNUT ST,Thefts,Non-Violent Property Crime,-75.20794325,39.95675944,39.95675943,-75.20794325
600 BLOCK S 55TH ST,Other Assaults,Violent Crime,-75.23328386,39.95002617,39.95002617,-75.23328386
6400 BLOCK N SMEDLEY ST,Theft from Vehicle,Non-Violent Property Crime,-75.14589193,40.05155965,40.05155965,-75.14589193
1100 BLOCK JEFFERSON ST,Other Assaults,Violent Crime,-75.1539303,39.9750732,39.9750732,-75.1539303
400 BLOCK N Christopher Columbus Blvd & Dock St,Other Sex Offenses (Not Commercialized),Violent Crime,-75.14205776,39.94513307,39.94513306,-75.14205776
5200 BLOCK FRANKFORD AV,Robbery No Firearm,Violent Property Crime,-75.07830472,40.02258574,40.02258574,-75.07830472
100 BLOCK CHESTNUT ST,Thefts,Non-Violent Property Crime,-75.14398202,39.94823019,39.94823019,-75.14398202
N 12TH ST  & W WINGOHOCKING ST,Aggravated Assault Firearm,Violent Crime,-75.1448016,40.02099848,40.02099848,-75.1448016
1900 BLOCK E LETTERLY ST,Motor Vehicle Theft,Non-Violent Property Crime,-75.12893761,39.98605504,39.98605504,-75.12893761
3800 BLOCK N SYDENHAM ST,Other Assaults,Violent Crime,-75.15346155,40.01148073,40.01148073,-75.15346155
2500 BLOCK N 8TH ST,Other Assaults,Violent Crime,-75.14546075,39.99010469,39.99010469,-75.14546075
6300 BLOCK DICKS AV,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.22557907,39.9209443,39.9209443,-75.22557907
6900 BLOCK OLD YORK RD,Thefts,Non-Violent Property Crime,-75.13902468,40.0580546,40.0580546,-75.13902468
3100 BLOCK FRANKFORD AV,Other Assaults,Violent Crime,-75.11234992,39.992858150000004,39.992858150000004,-75.11234991
S 8TH ST  & WALNUT ST,Thefts,Non-Violent Property Crime,-75.15424802,39.94809508,39.94809508,-75.15424802
4000 BLOCK PARKSIDE AV,Narcotic / Drug Law Violations,Non-Violent Crime,-75.20548688,39.97484601,39.97484601,-75.20548688
1200 BLOCK ROBBINS ST,Theft from Vehicle,Non-Violent Property Crime,-75.08029646,40.03920413,40.03920413,-75.08029647
4300 BLOCK N 8TH ST,Robbery Firearm,Violent Property Crime,-75.13951945,40.01734755,40.01734755,-75.13951945
3400 BLOCK N BROAD ST,Aggravated Assault No Firearm,Violent Crime,-75.1507447,40.0052375,40.0052375,-75.1507447
5400 BLOCK RIDGEWOOD ST,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.22787719,39.94274094,39.94274094,-75.22787719
3900 BLOCK CITY AV,Other Assaults,Violent Crime,-75.20573075,40.00798366,40.00798366,-75.20573075
3900 BLOCK CITY AV,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.20573075,40.00798366,40.00798366,-75.20573075
2100 BLOCK EASTBURN AV,Thefts,Non-Violent Property Crime,-75.15682675,40.0558318,40.0558318,-75.15682675
600 BLOCK N YEWDALL ST,Other Assaults,Violent Crime,-75.2289646,39.97024208,39.97024208,-75.2289646
200 BLOCK N 55TH ST,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.23006354,39.96472393,39.96472393,-75.23006354
6900 BLOCK KINDRED ST,Fraud,Non-Violent Crime,-75.06783873,40.04498298,40.04498298,-75.06783873
WELSH RD & E ROOSEVELT BLVD,Robbery No Firearm,Violent Property Crime,-75.034951,40.07446,40.07446,-75.034951
7300 BLOCK RUSKIN RD,Motor Vehicle Theft,Non-Violent Property Crime,-75.26087312,39.97622583,39.97622583,-75.26087312
1300 BLOCK HARRISON ST,Aggravated Assault Firearm,Violent Crime,-75.08638046,40.02123752,40.02123752,-75.08638046
700 BLOCK RHAWN ST,Thefts,Non-Violent Property Crime,-75.07870872,40.0740684,40.0740684,-75.07870872
1200 BLOCK MIFFLIN ST,Other Assaults,Violent Crime,-75.1655465,39.92632961,39.92632961,-75.1655465
700 BLOCK W HUNTING PARK AV,Robbery Firearm,Violent Property Crime,-75.13884507,40.01549967,40.01549967,-75.13884507
700 BLOCK SNYDER AV,Thefts,Non-Violent Property Crime,-75.15965656,39.92289542,39.92289542,-75.15965656
11000 BLOCK E ROOSEVELT BLVD,Thefts,Non-Violent Property Crime,-75.0080688,40.10075208,40.10075208,-75.0080688
8300 BLOCK GERMANTOWN AV,Offenses Against Family and Children,Violent Crime,-75.20364097,40.07437753,40.07437752,-75.20364097
1300 BLOCK MAGEE AV,Burglary Residential,Violent Property Crime,-75.07790955,40.04361102,40.04361102,-75.07790955
7300 BLOCK N 20TH ST,Theft from Vehicle,Non-Violent Property Crime,-75.1505507,40.06592804,40.06592804,-75.1505507
1600 BLOCK N 29TH ST,All Other Offenses,Non-Violent Crime,-75.18176024,39.98132342,39.98132342,-75.18176024
5200 BLOCK HORROCKS ST,Motor Vehicle Theft,Non-Violent Property Crime,-75.0830511,40.0268574,40.0268574,-75.0830511
1600 BLOCK N 29TH ST 1,All Other Offenses,Non-Violent Crime,-75.18176024,39.98132342,39.98132342,-75.18176024
100 BLOCK FERN ST,Other Assaults,Violent Crime,-75.12366604,40.04275402,40.04275402,-75.12366604
0 BLOCK W CHELTEN AV,Thefts,Non-Violent Property Crime,-75.17662691,40.03451725,40.03451725,-75.17662691
6800 BLOCK HAWTHORNE ST,Motor Vehicle Theft,Non-Violent Property Crime,-75.05533501,40.03477378,40.03477378,-75.05533501
1800 BLOCK E LIPPINCOTT ST,Narcotic / Drug Law Violations,Non-Violent Crime,-75.1144201,39.99585774,39.99585774,-75.1144201
0 BLOCK Arrivals Rd,Fraud,Non-Violent Crime,-75.24313618,39.87882462,39.87882462,-75.24313618
5400 BLOCK Warrington Av,Aggravated Assault No Firearm,Violent Crime,-75.22554279,39.94183124,39.94183124,-75.22554279
7000 BLOCK DITMAN ST,Other Assaults,Violent Crime,-75.0406299,40.02905038,40.02905038,-75.0406299
600 BLOCK E MOUNT AIRY AV,Aggravated Assault Firearm,Violent Crime,-75.18291634,40.06777253,40.06777253,-75.18291634
2600 BLOCK PENROSE AV,Thefts,Non-Violent Property Crime,-75.19445413,39.90550404,39.90550404,-75.19445413
8300 BLOCK ALGON AV,Theft from Vehicle,Non-Violent Property Crime,-75.05966776,40.07000737,40.07000737,-75.05966776
4700 BLOCK WYALUSING AV,Motor Vehicle Theft,Non-Violent Property Crime,-75.21616541,39.96982137,39.96982137,-75.21616541
