location_block,text_general_code,crime_type,crime_x,crime_y,lat,lng
700 BLOCK E ERIE AV,Weapon Violations,Non-Violent Crime,-75.11617266,40.00508118,40.00508118,-75.11617266
200 BLOCK APSLEY ST,Burglary Residential,Violent Property Crime,-75.16409083,40.02210007,40.02210007,-75.16409083
800 BLOCK E MADISON ST,Narcotic / Drug Law Violations,Non-Violent Crime,-75.1151681,39.99747528,39.99747527,-75.1151681
10900 BLOCK BUSTLETON AV,Thefts,Non-Violent Property Crime,-75.02326522,40.1118739,40.1118739,-75.02326522
2700 BLOCK S 9TH ST,Thefts,Non-Violent Property Crime,-75.16266145,39.91545742,39.91545742,-75.16266145
400 BLOCK W PRICE ST,Thefts,Non-Violent Property Crime,-75.18321181,40.03016208,40.03016208,-75.18321181
3100 BLOCK KENSINGTON AV,All Other Offenses,Non-Violent Crime,-75.11422386,39.99579308,39.99579308,-75.11422386
5600 BLOCK UPLAND WAY,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.23580237,39.98437982,39.98437982,-75.23580237
2500 BLOCK GRANT AV,Theft from Vehicle,Non-Violent Property Crime,-75.02703594,40.07802487,40.07802487,-75.02703594
JEFFERSON ST & N BROAD ST,Thefts,Non-Violent Property Crime,-75.158527,39.975852,39.975852,-75.158527
6900 BLOCK SYLVESTER ST,Other Assaults,Violent Crime,-75.06628844,40.04373309,40.04373309,-75.06628844
2500 BLOCK N 19TH ST,Receiving Stolen Property,Non-Violent Crime,-75.16290609,39.9929632,39.9929632,-75.16290609
1000 BLOCK S 4TH ST,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.15056227,39.93531972,39.93531972,-75.15056227
5700 BLOCK LEONARD ST,Thefts,Non-Violent Property Crime,-75.0745563,40.02736672,40.02736672,-75.0745563
1300 BLOCK CHANCELLOR ST,Thefts,Non-Violent Property Crime,-75.16306693,39.94849326,39.94849326,-75.16306693
3600 BLOCK ESSEX LA,Thefts,Non-Violent Property Crime,-74.98704699,40.06894814,40.06894814,-74.98704699
4000 BLOCK CHESTNUT ST,Other Assaults,Violent Crime,-75.20236718,39.95591354,39.95591354,-75.20236718
1400 BLOCK CHESTNUT ST,Thefts,Non-Violent Property Crime,-75.16501764,39.95121983,39.95121983,-75.16501764
2600 BLOCK S 68TH ST,Thefts,Non-Violent Property Crime,-75.23212861,39.91733685,39.91733685,-75.23212861
6300 BLOCK ROSS ST,Theft from Vehicle,Non-Violent Property Crime,-75.1760997,40.04902353,40.04902353,-75.1760997
2000 BLOCK RACE ST,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.17387339,39.95741196,39.95741196,-75.17387339
2600 BLOCK S FRANKLIN ST,Robbery No Firearm,Violent Property Crime,-75.16076131,39.91565009,39.91565009,-75.16076131
900 BLOCK SHACKAMAXON ST,Motor Vehicle Theft,Non-Violent Property Crime,-75.13219317,39.96659676,39.96659676,-75.13219317
S 48TH ST  & WINDSOR ST,Theft from Vehicle,Non-Violent Property Crime,-75.2171752,39.94666414,39.94666414,-75.2171752
2700 BLOCK N BROAD ST,Other Assaults,Violent Crime,-75.15382918,39.99412307,39.99412307,-75.15382918
5200 BLOCK MASCHER ST,Other Assaults,Violent Crime,-75.12494479,40.02957703,40.02957702,-75.12494479
6900 BLOCK SAYBROOK AV,Motor Vehicle Theft,Non-Violent Property Crime,-75.23949041,39.92101104,39.92101104,-75.23949041
1400 BLOCK RITNER ST,Other Assaults,Violent Crime,-75.17194264,39.92065682,39.92065682,-75.17194264
4700 BLOCK SHELMIRE AV,Fraud,Non-Violent Crime,-75.0306877,40.03193678,40.03193678,-75.0306877
2400 BLOCK N CHADWICK ST,Aggravated Assault Firearm,Violent Crime,-75.1595703,39.99109648,39.99109648,-75.1595703
5600 BLOCK Vine St,Arson,Violent Property Crime,-75.23291438,39.96579343,39.96579343,-75.23291438
2000 BLOCK E GLENWOOD AV,Motor Vehicle Theft,Non-Violent Property Crime,-75.09843256,40.00081745,40.00081745,-75.09843256
1800 BLOCK E HAGERT ST,Motor Vehicle Theft,Non-Violent Property Crime,-75.12992624,39.98631513,39.98631512,-75.12992624
5900 BLOCK WOODLAND AV,Thefts,Non-Violent Property Crime,-75.22655,39.931043,39.931043,-75.22655
3000 BLOCK EDGEMONT ST,All Other Offenses,Non-Violent Crime,-75.10621537,39.98246866,39.98246866,-75.10621537
6600 BLOCK LINCOLN DR,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.19376094,40.04415448,40.04415448,-75.19376094
1200 BLOCK N BROAD ST,Thefts,Non-Violent Property Crime,-75.15863463,39.97291456,39.97291456,-75.15863463
800 BLOCK S 20TH ST,Motor Vehicle Theft,Non-Violent Property Crime,-75.17668962,39.94190484,39.94190484,-75.17668962
1600 BLOCK W PASSYUNK AV,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.17312455,39.92461171,39.92461171,-75.17312455
3600 BLOCK N 21st St,Thefts,Non-Violent Property Crime,-75.1627646,40.00985302,40.00985302,-75.1627646
2700 BLOCK EARP ST,Aggravated Assault Firearm,Violent Crime,-75.19012708,39.9362155,39.9362155,-75.19012708
1800 BLOCK WYNNEWOOD RD,Thefts,Non-Violent Property Crime,-75.24771512,39.98161736,39.98161736,-75.24771512
5600 BLOCK PALETHORP ST,Aggravated Assault No Firearm,Violent Crime,-75.12443194,40.03667848,40.03667848,-75.12443194
1100 BLOCK LOCUST ST,Thefts,Non-Violent Property Crime,-75.15963785,39.94786218,39.94786218,-75.15963785
500 BLOCK N BROAD ST,Aggravated Assault No Firearm,Violent Crime,-75.16116722,39.96360906,39.96360906,-75.16116722
3000 BLOCK CHESTNUT ST,Other Assaults,Violent Crime,-75.18456967,39.95313652,39.95313652,-75.18456967
6600 BLOCK LINCOLN DR,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.19271204,40.04168266,40.04168266,-75.19271204
2500 BLOCK Parrish St,Motor Vehicle Theft,Non-Violent Property Crime,-75.17809256,39.97123261,39.97123261,-75.17809256
1000 BLOCK S BROAD ST,Thefts,Non-Violent Property Crime,-75.16682521,39.93791825,39.93791825,-75.16682521
0 BLOCK ROSELYN ST,Other Assaults,Violent Crime,-75.12012737,40.0421035,40.0421035,-75.12012737
7900 BLOCK OXFORD AV,Thefts,Non-Violent Property Crime,-75.08424788,40.07487426,40.07487426,-75.08424788
7900 BLOCK OXFORD AV,Thefts,Non-Violent Property Crime,-75.08424788,40.07487426,40.07487426,-75.08424788
5700 BLOCK WOODCREST AV,Other Assaults,Violent Crime,-75.237983,39.98978729,39.98978729,-75.23798299
5300 BLOCK GILLESPIE ST,Theft from Vehicle,Non-Violent Property Crime,-75.06775822,40.01733379,40.01733379,-75.06775822
2600 BLOCK E CUMBERLAND ST,Other Assaults,Violent Crime,-75.12033879,39.97623559,39.97623559,-75.12033879
2800 BLOCK N TAYLOR ST,Motor Vehicle Theft,Non-Violent Property Crime,-75.17156267,39.99788526,39.99788526,-75.17156267
400 BLOCK VAN KIRK ST,Other Assaults,Violent Crime,-75.10294683,40.04432949,40.04432949,-75.10294683
3800 BLOCK K ST,Other Assaults,Violent Crime,-75.10544316,40.00617736,40.00617736,-75.10544315
4300 BLOCK PALMETTO ST,Burglary Residential,Violent Property Crime,-75.10699879,40.01343008,40.01343008,-75.10699879
6400 BLOCK BUSTLETON AV,Thefts,Non-Violent Property Crime,-75.06979373,40.03675288,40.03675288,-75.06979373
500 BLOCK E THELMA ST,Other Assaults,Violent Crime,-75.11600739,40.01925939,40.01925939,-75.11600739
N 22ND ST  & BENJAMIN FRANKLIN PKWY,Theft from Vehicle,Non-Violent Property Crime,-75.17462367,39.96007299,39.96007299,-75.17462367
1700 BLOCK W MONTGOMERY AV,Other Assaults,Violent Crime,-75.16287971,39.981099209999996,39.981099209999996,-75.16287971
0 BLOCK W HORTTER ST,Thefts,Non-Violent Property Crime,-75.18511919,40.05023891,40.05023891,-75.18511919
1900 BLOCK MORSE ST,Fraud,Non-Violent Crime,-75.16551971,39.98175577,39.98175577,-75.16551971
200 BLOCK S 18TH ST,Thefts,Non-Violent Property Crime,-75.17072652,39.94976499,39.94976499,-75.17072652
1800 BLOCK E ALBERT ST,All Other Offenses,Non-Violent Crime,-75.12579584,39.98834528,39.98834528,-75.12579584
9100 BLOCK E ROOSEVELT BLVD,Fraud,Non-Violent Crime,-75.03314361,40.07579804,40.07579804,-75.03314361
1700 BLOCK ARCH ST,Thefts,Non-Violent Property Crime,-75.16813282,39.95504165,39.95504165,-75.16813282
2100 BLOCK TANEY TER,Other Assaults,Violent Crime,-75.19053239,39.92559483,39.92559483,-75.19053239
0 BLOCK W TULPEHOCKEN ST,Thefts,Non-Violent Property Crime,-75.18097652,40.04070055,40.04070055,-75.18097652
2300 BLOCK BAILEY TER,Aggravated Assault No Firearm,Violent Crime,-75.19045075,39.92364181,39.92364181,-75.19045075
400 BLOCK E WOODLAWN ST,Motor Vehicle Theft,Non-Violent Property Crime,-75.16890416,40.04040135,40.04040135,-75.16890416
2000 BLOCK LARDNER ST,Motor Vehicle Theft,Non-Violent Property Crime,-75.07226752,40.03199335,40.03199335,-75.07226752
100 BLOCK WYNEVA ST,Motor Vehicle Theft,Non-Violent Property Crime,-75.16293424,40.02589049,40.02589049,-75.16293424
6500 BLOCK FRANKFORD AV,Thefts,Non-Violent Property Crime,-75.05602341,40.03006942,40.03006942,-75.05602341
0 BLOCK N 39TH ST,Thefts,Non-Violent Property Crime,-75.1992367,39.95851644,39.95851644,-75.1992367
100 BLOCK E LEHIGH AV,Receiving Stolen Property,Non-Violent Crime,-75.12966518,39.99084081,39.99084081,-75.12966518
1800 BLOCK N 6TH ST,Aggravated Assault No Firearm,Violent Crime,-75.14456775,39.97958068,39.97958068,-75.14456775
3100 BLOCK N 35TH ST,Theft from Vehicle,Non-Violent Property Crime,-75.18684391,40.00523437,40.00523437,-75.18684391
1900 BLOCK N 30TH ST,Theft from Vehicle,Non-Violent Property Crime,-75.1825381,39.98571401,39.98571401,-75.18253809
6000 BLOCK MORTON ST,Motor Vehicle Theft,Non-Violent Property Crime,-75.1737839,40.04383106,40.04383106,-75.1737839
1700 BLOCK ARCH ST,Thefts,Non-Violent Property Crime,-75.16813282,39.95504165,39.95504165,-75.16813282
200 BLOCK S 5TH ST,Thefts,Non-Violent Property Crime,-75.15030406,39.94579724,39.94579724,-75.15030406
2400 BLOCK S 21ST ST,Thefts,Non-Violent Property Crime,-75.1820326,39.92144212,39.92144212,-75.1820326
5500 BLOCK W GIRARD AV,Other Assaults,Violent Crime,-75.23142599,39.97075479,39.97075479,-75.23142599
1800 BLOCK W GIRARD AV,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.16676334,39.97235375,39.97235375,-75.16676334
1200 BLOCK MARKET ST,Thefts,Non-Violent Property Crime,-75.16031548,39.95141221,39.95141221,-75.16031548
3100 BLOCK FRANKFORD AV,Other Assaults,Violent Crime,-75.11165063,39.99254962,39.99254962,-75.11165062
6300 BLOCK GILLESPIE ST,Other Assaults,Violent Crime,-75.05414557,40.02387024,40.02387024,-75.05414557
1800 BLOCK W CHAMPLOST AV,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.1510861,40.04507572,40.04507571,-75.1510861
400 BLOCK N BROAD ST,Thefts,Non-Violent Property Crime,-75.16215261,39.96227637,39.96227637,-75.16215261
4100 BLOCK M ST,Other Assaults,Violent Crime,-75.09994701,40.00975724,40.00975724,-75.09994701
3400 BLOCK ENGLEWOOD ST,Motor Vehicle Theft,Non-Violent Property Crime,-75.04346895,40.03758714,40.03758714,-75.04346895
1800 BLOCK N UBER ST,Other Assaults,Violent Crime,-75.16616671,39.98201076,39.98201076,-75.16616671
4600 BLOCK E ROOSEVELT BLVD,Other Assaults,Violent Crime,-75.10319039,40.0251764,40.0251764,-75.10319039
4800 BLOCK MARKET ST,Thefts,Non-Violent Property Crime,-75.21706082,39.95904593,39.95904593,-75.21706082
600 BLOCK E WISHART ST,Narcotic / Drug Law Violations,Non-Violent Crime,-75.11934884,39.9966493,39.9966493,-75.11934884
100 BLOCK W GIRARD AV,Thefts,Non-Violent Property Crime,-75.13905486,39.9686936,39.9686936,-75.13905486
1000 BLOCK OGDEN ST,Other Assaults,Violent Crime,-75.15463232,39.96829308,39.96829308,-75.15463232
3200 BLOCK N BROAD ST,Thefts,Non-Violent Property Crime,-75.15306828,40.00274051,40.00274051,-75.15306828
1800 BLOCK N 77TH ST,Other Assaults,Violent Crime,-75.27163021,39.97627058,39.97627058,-75.27163021
N 29TH ST & CECIL B MOORE AV,Thefts,Non-Violent Property Crime,-75.18190795,39.98178859,39.98178859,-75.18190795
PATTISON AV  & S DARIEN ST,Theft from Vehicle,Non-Violent Property Crime,-75.164643,39.904245,39.904245,-75.164643
RIDGE AV & CECIL B MOORE AV,Aggravated Assault No Firearm,Violent Crime,-75.172504,39.980593,39.980593,-75.172504
1100 BLOCK S 46TH ST,All Other Offenses,Non-Violent Crime,-75.21153809,39.94600288,39.94600288,-75.21153809
5000 BLOCK GRANSBACK ST,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.11512228,40.02588479,40.02588479,-75.11512228
2100 BLOCK S 9TH ST,Theft from Vehicle,Non-Violent Property Crime,-75.16146515,39.92236657,39.92236657,-75.16146515
1800 BLOCK DELANCEY PL,Thefts,Non-Violent Property Crime,-75.17280943,39.94718534,39.94718534,-75.17280943
3100 BLOCK S 13TH ST,Burglary Residential,Violent Property Crime,-75.17047272,39.91054016,39.91054016,-75.17047272
5900 BLOCK RIDGE AV,Thefts,Non-Violent Property Crime,-75.2119232,40.03093971,40.03093971,-75.2119232
5600 BLOCK DIAMOND ST,Other Assaults,Violent Crime,-75.23574882,39.98728224,39.98728224,-75.23574882
Gate E4,Thefts,Non-Violent Property Crime,-75.230667,39.883896,39.883896,-75.230667
300 BLOCK E GORGAS LA,Theft from Vehicle,Non-Violent Property Crime,-75.18295644,40.05969012,40.05969012,-75.18295644
3600 BLOCK STOKLEY ST,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.18178504,40.02044782,40.02044782,-75.18178504
200 BLOCK W WASHINGTON LA,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.1862255,40.03750743,40.03750743,-75.18622549
200 BLOCK FEDERAL ST,Other Assaults,Violent Crime,-75.14775649,39.93263874,39.93263874,-75.14775649
2300 BLOCK Carpenter St Apt 204,Burglary Residential,Violent Property Crime,-75.181629,39.940953,39.940953,-75.181629
2400 BLOCK DIAMOND ST,Other Assaults,Violent Crime,-75.17381225,39.98696534,39.98696534,-75.17381225
WAYNE AV  & W CLAPIER ST,Robbery No Firearm,Violent Property Crime,-75.166994,40.025014,40.025014,-75.166994
NOBLE ST  & N CHRISTOPHER COLUMBUS BLVD,Theft from Vehicle,Non-Violent Property Crime,-75.137634,39.958938,39.958938,-75.137634
6900 BLOCK RIDGE AV,Thefts,Non-Violent Property Crime,-75.22749003,40.04398577,40.04398577,-75.22749003
1600 BLOCK SAINT LUKES ST,Motor Vehicle Theft,Non-Violent Property Crime,-75.15228635,40.01988751,40.01988751,-75.15228635
1700 BLOCK N 25TH ST,Other Assaults,Violent Crime,-75.17583149,39.98128315,39.98128315,-75.17583149
1800 BLOCK TORRESDALE AV,Motor Vehicle Theft,Non-Violent Property Crime,-75.09628822,40.00586878,40.00586878,-75.09628822
1100 BLOCK S 11TH ST,Theft from Vehicle,Non-Violent Property Crime,-75.16162959,39.93616347,39.93616347,-75.16162959
100 BLOCK E LEHIGH AV,Other Assaults,Violent Crime,-75.1292086,39.98982121,39.98982121,-75.1292086
1800 BLOCK Cedar St,Thefts,Non-Violent Property Crime,-75.12806929,39.97657194,39.97657194,-75.12806928
200 BLOCK E CLIVEDEN ST,Thefts,Non-Violent Property Crime,-75.17921123,40.05069874,40.05069874,-75.17921123
5700 BLOCK LUDLOW ST,Fraud,Non-Violent Crime,-75.23564513,39.96056195,39.96056195,-75.23564513
6800 BLOCK Rising Sun Ave,Thefts,Non-Violent Property Crime,-75.09076785,40.05543182,40.05543182,-75.09076785
6800 BLOCK OLD YORK RD,Other Assaults,Violent Crime,-75.13943854,40.05677781,40.05677781,-75.13943854
4400 BLOCK ALDINE ST,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.0363358,40.03364712,40.03364712,-75.0363358
100 BLOCK N 9TH ST,Thefts,Non-Violent Property Crime,-75.15465309,39.95389525,39.95389525,-75.15465309
1200 BLOCK WAKELING ST,Theft from Vehicle,Non-Violent Property Crime,-75.08618559,40.02362927,40.02362927,-75.08618559
1600 BLOCK S CHRISTOPHER COLUMBUS BLVD,All Other Offenses,Non-Violent Crime,-75.14568824,39.92686812,39.92686812,-75.14568824
4500 BLOCK SAINT MALACHYS WAY,Theft from Vehicle,Non-Violent Property Crime,-75.21284918,39.96045441,39.96045441,-75.21284918
700 BLOCK N 42ND ST,Motor Vehicle Theft,Non-Violent Property Crime,-75.20704568,39.96504817,39.96504816,-75.20704568
6200 BLOCK N 21ST ST,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.15540828,40.05014364,40.05014364,-75.15540828
9400 BLOCK WOODBRIDGE RD,All Other Offenses,Non-Violent Crime,-75.01596754,40.0670703,40.0670703,-75.01596754
1500 BLOCK WALNUT ST,Thefts,Non-Violent Property Crime,-75.16626673,39.94955615,39.94955615,-75.16626673
5400 BLOCK TORRESDALE AV,Thefts,Non-Violent Property Crime,-75.06663834,40.01402617,40.01402617,-75.06663834
100 BLOCK E LEHIGH AV,Receiving Stolen Property,Non-Violent Crime,-75.13068307,39.99111977,39.99111977,-75.13068307
2500 BLOCK ISLAND AV,All Other Offenses,Non-Violent Crime,-75.24268797,39.91234861,39.91234861,-75.24268797
2500 BLOCK ISLAND AV,All Other Offenses,Non-Violent Crime,-75.24268797,39.91234861,39.91234861,-75.24268797
4200 BLOCK GERMANTOWN AV,Other Assaults,Violent Crime,-75.15538201,40.01907743,40.01907743,-75.15538201
2700 BLOCK POPLAR ST,Burglary Non-Residential,Violent Property Crime,-75.18081231,39.97299431,39.9729943,-75.18081231
5200 BLOCK FRANKFORD AV,Fraud,Non-Violent Crime,-75.07830472,40.02258574,40.02258574,-75.07830472
2700 BLOCK S 17TH ST,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.17601919,39.91595571,39.91595571,-75.17601919
1000 BLOCK W NEDRO AV,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.13736263,40.04206516,40.04206516,-75.13736263
3400 BLOCK REACH ST,Aggravated Assault No Firearm,Violent Crime,-75.11569399,40.00025599,40.00025599,-75.11569399
2400 BLOCK N GARNET ST,Burglary Residential,Violent Property Crime,-75.16392509,39.99101966,39.99101966,-75.16392509
9200 BLOCK WESLEYAN RD,Motor Vehicle Theft,Non-Violent Property Crime,-75.01558499,40.06120767,40.06120767,-75.01558499
500 BLOCK HELLERMAN ST,Motor Vehicle Theft,Non-Violent Property Crime,-75.09293557,40.05033261,40.05033261,-75.09293557
1600 BLOCK Chestnut St,Other Sex Offenses (Not Commercialized),Violent Crime,-75.16742155,39.95100785,39.95100784,-75.16742155
1100 BLOCK CHANDLER ST,Motor Vehicle Theft,Non-Violent Property Crime,-75.07507792,40.06732544,40.06732544,-75.07507792
5900 BLOCK ELMHURST ST,Motor Vehicle Theft,Non-Violent Property Crime,-75.08952933,40.03849876,40.03849876,-75.08952933
1700 BLOCK CHESTNUT ST,Thefts,Non-Violent Property Crime,-75.16931679,39.95125387,39.95125387,-75.16931679
1000 BLOCK FRANKFORD AV,Theft from Vehicle,Non-Violent Property Crime,-75.13436329,39.967344,39.967344,-75.13436329
2800 BLOCK WINTON ST,Offenses Against Family and Children,Violent Crime,-75.19359611,39.92649085,39.92649085,-75.19359611
5800 BLOCK OXFORD AV,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.08564234,40.03353694,40.03353694,-75.08564234
9700 BLOCK REDD RAMBLER PL,Thefts,Non-Violent Property Crime,-75.04341782,40.09659052,40.09659052,-75.04341782
5600 BLOCK VINE ST,Thefts,Non-Violent Property Crime,-75.2327558,39.96653745,39.96653745,-75.2327558
4800 BLOCK MARKET ST,Thefts,Non-Violent Property Crime,-75.21705904,39.95903786,39.95903786,-75.21705904
2300 BLOCK N COLLEGE AV,Motor Vehicle Theft,Non-Violent Property Crime,-75.17382834,39.97466067,39.97466067,-75.17382834
6000 BLOCK N 19TH ST,Aggravated Assault No Firearm,Violent Crime,-75.15221588,40.0454568,40.0454568,-75.15221588
5600 BLOCK Vine St,Thefts,Non-Violent Property Crime,-75.2327558,39.96653745,39.96653745,-75.2327558
1900 BLOCK N 18TH ST,Aggravated Assault Firearm,Violent Crime,-75.16310638,39.98383982,39.98383982,-75.16310638
1900 BLOCK N MYRTLEWOOD ST,Robbery Firearm,Violent Property Crime,-75.18191372,39.98609422,39.98609422,-75.18191372
3000 BLOCK FRANKFORD AV,Thefts,Non-Violent Property Crime,-75.11347288,39.99121237,39.99121237,-75.11347288
S 19TH ST  & PACKER AV,Other Assaults,Violent Crime,-75.17973483,39.91276909,39.91276909,-75.17973483
3600 BLOCK NEWBERRY RD,Vandalism/Criminal Mischief,Non-Violent Property Crime,-74.97975454,40.08988918,40.08988917,-74.97975454
2000 BLOCK E TIOGA ST,Theft from Vehicle,Non-Violent Property Crime,-75.10405924,39.99725573,39.99725573,-75.10405924
100 BLOCK N HOBART ST,All Other Offenses,Non-Violent Crime,-75.23745823,39.96385319,39.96385319,-75.23745823
6600 BLOCK HEGERMAN ST,Thefts,Non-Violent Property Crime,-75.04700466,40.02232687,40.02232687,-75.04700466
2000 BLOCK MERCY ST,Thefts,Non-Violent Property Crime,-75.18047173,39.92609454,39.92609454,-75.18047173
4500 BLOCK CASTOR AV,Thefts,Non-Violent Property Crime,-75.09689951,40.01831274,40.01831274,-75.09689951
100 BLOCK GREENDALE RD,Thefts,Non-Violent Property Crime,-74.97368741,40.07483017,40.07483017,-74.97368741
1900 BLOCK TITAN ST,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.1759646,39.93568864,39.93568864,-75.1759646
300 BLOCK SNYDER AV,Motor Vehicle Theft,Non-Violent Property Crime,-75.15282015,39.921997,39.921997,-75.15282015
500 BLOCK CALLOWHILL ST,Burglary Non-Residential,Violent Property Crime,-75.14735084,39.95783425,39.95783425,-75.14735084
3000 BLOCK N 22ND ST,All Other Offenses,Non-Violent Crime,-75.1667536,40.00033313,40.00033313,-75.16675359
N 8TH ST & RACE ST,Other Assaults,Violent Crime,-75.15273742,39.95501804,39.95501804,-75.15273742
600 BLOCK Mayfair St,Motor Vehicle Theft,Non-Violent Property Crime,-75.10969504,40.03478792,40.03478792,-75.10969504
800 BLOCK N 15TH ST,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.16182468,39.96958789,39.96958789,-75.16182468
3000 BLOCK MARKET ST,All Other Offenses,Non-Violent Crime,-75.1839278,39.95448139,39.95448139,-75.1839278
1800 BLOCK N 23RD ST,All Other Offenses,Non-Violent Crime,-75.1723614,39.98222617,39.98222617,-75.1723614
900 BLOCK S 51ST ST,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.22299727,39.94544499,39.94544499,-75.22299727
3100 BLOCK S 17TH ST,Rape,Violent Crime,-75.17689755,39.91227689,39.91227689,-75.17689755
4500 BLOCK PRINCETON AV,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.04051183,40.03011855,40.03011854,-75.04051183
400 BLOCK FRANKLIN MILLS CIR,Thefts,Non-Violent Property Crime,-74.96489424,40.08532767,40.08532767,-74.96489424
7400 BLOCK RUGBY ST,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.16052203,40.06520607,40.06520607,-75.16052203
400 BLOCK GLEN ECHO RD,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.19585983,40.05137565,40.05137565,-75.19585983
5600 BLOCK VINE ST,Other Assaults,Violent Crime,-75.2327558,39.96653745,39.96653745,-75.2327558
1200 BLOCK W SELTZER ST,Motor Vehicle Theft,Non-Violent Property Crime,-75.1513897,39.99478642,39.99478642,-75.1513897
4000 BLOCK BALWYNNE PARK RD,Other Assaults,Violent Crime,-75.21233843,39.99944579,39.99944579,-75.21233843
3500 BLOCK CALUMET ST,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.19291588,40.01381263,40.01381263,-75.19291587
200 BLOCK E LOGAN ST,Theft from Vehicle,Non-Violent Property Crime,-75.15932988,40.03015102,40.03015102,-75.15932988
2200 BLOCK WALNUT ST,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.17830659,39.95135218,39.95135218,-75.17830659
100 BLOCK W HORTTER ST,Thefts,Non-Violent Property Crime,-75.18706141,40.04794,40.04794,-75.18706141
300 BLOCK S 40TH ST,Thefts,Non-Violent Property Crime,-75.20295625,39.95092778,39.95092778,-75.20295625
3200 BLOCK N 11TH ST,Thefts,Non-Violent Property Crime,-75.14756077,40.00175545,40.00175545,-75.14756077
3400 BLOCK ARAMINGO AV,Other Assaults,Violent Crime,-75.10100495,39.99218313,39.99218313,-75.10100495
400 BLOCK COBBS CREEK PKWY,Burglary Residential,Violent Property Crime,-75.2479051,39.95576356,39.95576355,-75.2479051
700 BLOCK E WESTMORELAND ST,All Other Offenses,Non-Violent Crime,-75.11530355,39.998222,39.998222,-75.11530355
5300 BLOCK MAGNOLIA ST,Weapon Violations,Non-Violent Crime,-75.16253067,40.03842574,40.03842574,-75.16253067
2200 BLOCK S CHADWICK ST,Motor Vehicle Theft,Non-Violent Property Crime,-75.17440047,39.92288192,39.92288192,-75.17440047
5600 BLOCK MORTON ST,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.16937527,40.04031503,40.04031503,-75.16937526
5700 BLOCK GREENE ST,Weapon Violations,Non-Violent Crime,-75.17655469,40.0341165,40.0341165,-75.17655469
1800 BLOCK E ONTARIO ST,Thefts,Non-Violent Property Crime,-75.10756549,39.99783379,39.99783379,-75.10756549
4000 BLOCK LANCASTER AV,Theft from Vehicle,Non-Violent Property Crime,-75.20423797,39.96424129,39.96424129,-75.20423797
2200 BLOCK RITNER ST,Thefts,Non-Violent Property Crime,-75.18515149,39.92254728,39.92254728,-75.18515149
8000 BLOCK CRESCO AV,Motor Vehicle Theft,Non-Violent Property Crime,-75.03073135,40.04822948,40.04822948,-75.03073135
5500 BLOCK TULIP ST,Thefts,Non-Violent Property Crime,-75.06693892,40.01223821,40.01223821,-75.06693892
6400 BLOCK OXFORD AV,Other Assaults,Violent Crime,-75.08649657,40.04616751,40.04616751,-75.08649657
7600 BLOCK E ROOSEVELT BLVD,Thefts,Non-Violent Property Crime,-75.05241929,40.05080073,40.05080073,-75.05241929
1500 BLOCK W ALLEGHENY AV 205,Other Assaults,Violent Crime,-75.15522399,40.00138404,40.00138404,-75.15522399
4800 BLOCK KNOX ST,Motor Vehicle Theft,Non-Violent Property Crime,-75.16416625,40.02552006,40.02552006,-75.16416625
5200 BLOCK HARBISON AV,Aggravated Assault Firearm,Violent Crime,-75.06979347,40.01156309,40.01156309,-75.06979347
2900 BLOCK JUDSON ST,Motor Vehicle Theft,Non-Violent Property Crime,-75.16915467,40.00009545,40.00009545,-75.16915467
700 BLOCK S 11TH ST,Other Assaults,Violent Crime,-75.16074202,39.9401318,39.9401318,-75.16074202
7800 BLOCK HASBROOK AV,Other Assaults,Violent Crime,-75.08533717,40.07358556,40.07358556,-75.08533717
3700 BLOCK MORRELL AV,All Other Offenses,Non-Violent Crime,-74.98925647,40.06713651,40.06713651,-74.98925647
800 BLOCK N 4TH ST,Vandalism/Criminal Mischief,Non-Violent Property Crime,-75.14417132,39.96464586,39.96464586,-75.14417133
0 BLOCK COTTON ST,Theft from Vehicle,Non-Violent Property Crime,-75.22281915,40.02485285,40.02485285,-75.22281915
